,Academic Year,Pupil's Name,Parental Contact Full Name,Parental Contact Email Address
958,1,"McCrossan, Justinian","McCrossan, Margy",Margy.McCrossan@Kazu.com
959,2,"Peizer, Maxine","Peizer, Eugen",Eugen.Peizer@Devcast.com
960,4,"Oloshin, Claudell","Oloshin, Lilli",Lilli.Oloshin@Kaymbo.com
961,3,"Marc, Risa","Marc, Jobyna",Jobyna.Marc@Twitterworks.com
962,4,"Kowalski, Leontine","Kowalski, Devinne",Devinne.Kowalski@Zazio.com
963,3,"Lindsell, Yasmin","Lindsell, Wit",Wit.Lindsell@Wikizz.com
964,3,"Bestwick, Carlyle","Bestwick, Clareta",Clareta.Bestwick@Yakijo.com
965,3,"Emps, Arnold","Emps, Madelene",Madelene.Emps@Bluezoom.com
966,1,"Trevaskus, Cassandry","Trevaskus, Jerrilee",Jerrilee.Trevaskus@Eazzy.com
967,2,"Whitlock, Julianna","Whitlock, Herbert",Herbert.Whitlock@JumpXS.com
968,4,"Grzelewski, Meryl","Grzelewski, Charita",Charita.Grzelewski@Twitterbridge.com
969,1,"Ketch, Louella","Ketch, Shara",Shara.Ketch@Yakijo.com
970,4,"Dreng, Meredith","Dreng, Fernanda",Fernanda.Dreng@Buzzshare.com
971,1,"Bridgstock, Brana","Bridgstock, Derrik",Derrik.Bridgstock@Innotype.com
972,1,"Roswarne, Efrem","Roswarne, Kara-lynn",Kara-lynn.Roswarne@Oyoyo.com
973,4,"Hannabuss, Catrina","Hannabuss, Gabey",Gabey.Hannabuss@Bubbletube.com
974,3,"Swansbury, Ainslie","Swansbury, Twila",Twila.Swansbury@Browsetype.com
975,3,"Archard, Jerry","Archard, Hilliary",Hilliary.Archard@Ntag.com
976,3,"Chevis, Cly","Chevis, Korie",Korie.Chevis@Mymm.com
977,2,"Alves, Tarrance","Alves, Flint",Flint.Alves@Pixope.com
978,1,"Bakesef, Geneva","Bakesef, Kimball",Kimball.Bakesef@Flashpoint.com
979,3,"Youel, Rosaline","Youel, Calypso",Calypso.Youel@Shufflebeat.com
980,2,"Cessford, Livvyy","Cessford, Roman",Roman.Cessford@Cogibox.com
981,1,"Maharey, Deirdre","Maharey, Dion",Dion.Maharey@Browseblab.com
982,2,"Heckney, Dyan","Heckney, Nate",Nate.Heckney@Realbridge.com
983,1,"Bunclark, Alika","Bunclark, Daffi",Daffi.Bunclark@Quatz.com
984,3,"Flewitt, Daryle","Flewitt, Madelina",Madelina.Flewitt@Gigazoom.com
985,1,"Okeshott, Clovis","Okeshott, Donavon",Donavon.Okeshott@Yakijo.com
986,1,"Shory, Gratia","Shory, Corabella",Corabella.Shory@Devcast.com
987,3,"Beidebeke, Alane","Beidebeke, Leoine",Leoine.Beidebeke@Camimbo.com
988,3,"Hembery, Bridie","Hembery, Agatha",Agatha.Hembery@Bluejam.com
989,3,"Loughran, Hannis","Loughran, Hadleigh",Hadleigh.Loughran@Thoughtsphere.com
990,4,"Glowinski, Gwen","Glowinski, Trenna",Trenna.Glowinski@Twitterworks.com
991,1,"Wrightson, Henrie","Wrightson, Layton",Layton.Wrightson@Zoomlounge.com
992,2,"Raine, Ludwig","Raine, Edy",Edy.Raine@Skilith.com
993,2,"Pie, Hamel","Pie, Hill",Hill.Pie@Jatri.com
994,4,"Sergison, Tamma","Sergison, Tarrance",Tarrance.Sergison@Bluejam.com
995,1,"Worling, Ninetta","Worling, Peterus",Peterus.Worling@Omba.com
996,3,"Tinton, Stanford","Tinton, Kyle",Kyle.Tinton@Dabshots.com
997,2,"MacCook, Ertha","MacCook, Kessiah",Kessiah.MacCook@Topicshots.com
998,4,"Randles, Lawton","Randles, Kali",Kali.Randles@Skalith.com
999,2,"Pashbee, Engracia","Pashbee, Emlynn",Emlynn.Pashbee@Zoomzone.com
